time side P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
10458833 1 6 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.127 -0.007 0.708 -5.67 25.34 -118.58 33 0.0 0.0 
10458845 1 5 4 3 1 0 0 0 0 0 0 0 0 0 0 0 0 -0.365 0.061 0.586 -23.45 40.39 -123.62 36 0.0 0.0 
10468221 0 31 63 39 39 16 38 0 8 0 4 14 27 29 6 0 3 -0.164 0.149 0.962 3.92 4.13 0.98 893 -0.16068 -0.14655 
10458854 1 5 7 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0.067 0.428 1.031 -19.39 62.16 -122.08 53 -0.35506 -0.02598 
10458863 1 5 9 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0.067 0.428 1.031 -19.39 62.16 -110.25 61 -0.35683 -0.04732 
10458874 1 6 15 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0.194 0.607 1.018 4.69 52.43 -87.85 88 -0.36073 -0.07007 
10458885 1 7 19 10 6 0 0 0 0 0 0 0 0 0 0 0 0 0.095 0.744 0.917 28.35 43.96 -59.78 116 -0.35473 -0.06131 
10458893 1 16 22 13 7 1 0 0 0 0 0 0 0 0 0 0 0 -0.105 0.592 0.91 38.15 66.01 -7.49 164 -0.35474 -0.03212 
10458904 1 20 25 19 13 0 0 0 0 0 0 0 0 0 0 0 0 -0.105 0.592 0.91 38.15 66.01 -7.49 216 -0.34949 -0.03648 
10468234 0 30 63 39 38 16 37 0 11 0 4 15 28 30 7 0 3 -0.163 0.153 0.975 3.22 4.76 -0.07 907 -0.15277 -0.15041 
10468241 0 28 62 38 38 16 36 0 12 0 4 16 31 32 7 1 4 -0.16 0.161 0.96 -0.49 7.63 -2.66 917 -0.14067 -0.15637 
10468251 0 26 60 38 37 15 34 0 11 0 5 16 32 32 8 0 5 -0.16 0.161 0.96 -0.49 7.63 -2.66 897 -0.1347 -0.156 
10468261 0 25 59 37 35 14 30 0 11 1 6 19 32 32 10 0 5 -0.169 0.157 0.974 -3.78 9.03 -3.99 888 -0.12224 -0.15179 
10458914 1 22 27 22 19 0 0 0 0 0 0 0 0 0 0 0 0 -0.121 0.43 1.098 34.65 83.93 12.95 254 -0.34462 -0.04462 
10458926 1 25 29 24 22 0 1 0 0 0 0 0 0 0 0 0 0 -0.194 0.14 1.213 29.82 95.2 23.66 286 -0.34215 -0.0474 
10458934 1 26 30 25 27 1 2 0 0 0 0 0 0 0 0 0 0 -0.25 -0.119 1.261 31.57 102.97 20.23 315 -0.3361 -0.05516 
10458944 1 26 31 26 29 1 3 0 0 0 0 0 0 0 0 0 0 -0.241 -0.0 1.238 40.67 93.66 13.44 330 -0.33353 -0.05972 
10458954 1 26 31 26 31 1 6 0 0 0 0 1 1 0 0 0 0 -0.242 0.098 1.185 54.46 83.23 12.53 350 -0.31909 -0.07037 
10458966 1 26 32 27 33 1 9 0 0 0 0 0 2 0 0 0 0 -0.194 0.127 1.069 63.14 75.25 14.07 371 -0.31489 -0.07848 
10468273 0 24 57 34 33 13 27 0 10 2 8 20 33 32 14 1 6 -0.178 0.154 0.971 -8.47 13.86 -7.07 877 -0.10289 -0.1467 
10468281 0 22 54 32 30 13 23 0 9 3 10 23 36 32 18 1 7 -0.182 0.148 0.991 -9.66 15.82 -8.26 870 -0.07858 -0.14103 
10468292 0 21 53 28 27 12 20 0 8 5 14 27 37 32 23 2 8 -0.215 0.139 0.988 -10.99 17.92 -9.1 876 -0.05058 -0.13227 
10468301 0 20 53 27 24 11 18 0 7 7 16 28 36 32 28 2 8 -0.188 0.153 1.029 -11.9 20.86 -9.24 873 -0.03485 -0.12202 
10458974 1 25 33 27 33 2 15 0 0 0 0 1 2 0 0 0 0 -0.382 -0.018 2.57 12.46 55.79 10.99 394 -0.30218 -0.08839 
10458984 1 26 32 27 33 2 20 0 0 0 0 1 2 0 0 0 0 -0.466 0.352 1.136 -0.84 26.6 14.0 410 -0.29673 -0.09324 
10458994 1 25 32 26 34 2 23 0 1 0 0 2 3 1 0 0 0 -0.251 0.02 1.123 -2.52 18.27 19.25 428 -0.28093 -0.107 
10459006 1 25 33 27 34 1 23 0 2 0 0 3 4 2 0 0 0 -0.162 0.119 1.096 -5.04 11.97 13.72 443 -0.27127 -0.11297 
10459014 1 25 33 27 37 1 25 0 3 0 0 4 6 2 0 0 0 -0.209 0.12 1.039 -2.31 2.59 8.96 470 -0.25888 -0.12185 
10468313 0 18 51 25 21 11 17 0 8 14 19 30 36 31 32 2 7 -0.187 0.142 1.0 -12.46 24.43 -10.5 893 -0.00982 -0.10714 
10468321 0 16 50 23 18 9 14 0 7 22 25 31 36 30 37 2 8 -0.206 0.141 1.007 -14.28 28.35 -11.9 910 0.01972 -0.08726 
10468331 0 15 50 18 14 7 9 0 5 28 27 31 36 29 43 2 7 -0.184 0.153 1.021 -16.94 32.13 -14.28 888 0.04662 -0.06886 
10468341 0 13 49 13 9 6 7 0 4 31 29 31 36 28 53 3 8 -0.195 0.208 1.024 -20.37 36.4 -17.08 878 0.07907 -0.05517 
10459024 1 25 35 27 38 2 26 0 4 0 0 4 8 4 0 0 0 -0.218 0.167 1.018 -0.56 -0.42 8.33 499 -0.2477 -0.13018 
10468353 0 10 49 11 5 5 6 0 2 37 34 33 35 28 57 3 8 -0.242 0.096 0.99 -24.64 42.0 -21.77 885 0.1043 -0.03919 
10468361 0 9 48 7 6 4 4 0 2 42 36 32 33 26 60 2 8 -0.21 0.292 1.0 -31.85 49.98 -27.93 875 0.11781 -0.02733 
10468371 0 10 47 6 5 3 3 0 1 44 36 31 33 23 62 2 7 -0.124 0.187 1.19 -34.23 61.25 -30.66 860 0.12439 -0.01593 
10468381 0 7 45 6 4 3 1 0 1 44 37 31 32 21 63 2 6 -0.276 0.085 1.163 -29.68 74.06 -35.14 834 0.13672 -0.00888 
10468393 0 4 44 6 2 2 0 0 0 46 37 31 30 19 63 2 6 -0.313 0.055 1.058 -42.21 91.91 -32.48 803 0.15052 0.00192 
10468401 0 4 42 5 1 2 0 0 1 46 37 30 26 15 62 2 5 -0.287 0.163 1.083 -47.46 106.82 -32.27 768 0.15415 0.01209 
10468412 0 5 39 5 2 1 0 0 0 46 36 28 22 10 61 1 5 -0.324 0.125 1.03 -51.87 115.92 -35.56 723 0.15438 0.02876 
10468421 0 8 36 1 1 1 0 0 0 46 36 25 19 5 60 1 4 -0.333 0.105 1.097 -58.87 122.99 -40.04 675 0.16012 0.04676 
10468433 0 8 33 1 2 0 0 0 0 44 36 22 18 4 58 1 2 -0.417 0.147 1.073 -67.48 130.34 -45.71 639 0.16121 0.05171 
10468442 0 7 25 3 1 0 0 0 0 44 34 18 16 0 56 1 1 -0.408 0.204 1.117 -73.01 136.64 -55.09 581 0.17668 0.07569 
10468451 0 5 17 1 0 0 0 0 0 43 32 16 12 0 53 0 0 -0.451 0.244 1.097 -80.22 140.63 -66.78 508 0.20712 0.09648 
10459034 1 25 36 27 37 3 26 0 4 0 0 3 8 6 0 0 0 -0.184 0.129 1.016 0.07 -0.35 8.82 504 -0.24637 -0.13184 
10459046 1 25 35 27 37 3 27 0 6 0 0 4 8 6 0 0 0 -0.19 0.126 1.019 1.12 -1.82 7.77 515 -0.23859 -0.1366 
10459054 1 25 34 27 36 3 27 0 7 0 0 4 8 6 0 0 0 -0.185 0.126 0.995 3.08 -3.29 7.07 514 -0.2356 -0.13801 
10468461 0 5 18 0 0 0 0 0 0 42 31 14 9 0 51 0 0 -0.573 0.32 1.08 -87.29 141.68 -80.99 482 0.20409 0.1028 
10468474 0 5 18 0 0 0 0 0 0 40 29 12 7 0 43 0 0 -0.465 0.314 1.059 -85.19 138.53 -95.76 439 0.19361 0.10542 
10468481 0 5 18 0 0 0 0 0 0 38 28 10 5 0 40 0 0 -0.533 0.265 1.075 -86.66 133.98 -109.97 411 0.18783 0.11026 
10459064 1 25 34 27 36 2 27 0 7 0 0 4 8 9 0 0 0 -0.164 0.137 0.979 4.13 -3.85 6.93 518 -0.23071 -0.14358 
10459074 1 25 35 27 36 2 29 0 7 0 0 4 9 10 0 0 0 -0.164 0.136 0.978 4.48 -4.13 7.21 532 -0.22656 -0.14736 
10459086 1 25 35 27 37 2 29 0 8 0 0 3 9 12 0 0 0 -0.164 0.135 0.982 6.02 -4.83 7.7 541 -0.22419 -0.15258 
10468491 0 4 17 0 0 0 0 0 0 37 27 9 4 0 37 0 0 -0.666 0.223 1.082 -93.45 129.01 -123.69 386 0.1906 0.11438 
10468502 0 4 16 0 0 0 0 0 0 32 27 7 3 0 35 0 0 -0.608 0.423 0.921 -97.51 120.89 -137.83 353 0.18797 0.11454 
10468514 0 7 15 0 0 0 0 0 0 30 26 6 3 0 30 0 0 -0.681 0.445 1.0 -86.1 110.6 -154.98 334 0.16747 0.1133 
10459094 1 25 35 27 37 2 31 0 10 0 0 4 9 16 0 0 0 -0.165 0.141 0.981 7.7 -5.46 8.4 567 -0.21152 -0.1623 
10468521 0 6 14 0 0 0 0 0 0 28 23 5 2 0 28 0 0 -0.962 0.221 0.955 -71.54 100.73 -171.99 303 0.16881 0.11832 
10468532 0 4 14 0 0 0 0 0 0 25 19 4 2 0 24 0 0 -0.619 0.404 0.867 -62.23 89.39 -189.63 263 0.1652 0.11496 
10468541 0 3 14 0 0 0 0 0 0 21 16 4 2 0 20 0 0 -0.568 0.198 0.778 -49.98 73.29 -201.74 228 0.15362 0.10438 
10468554 0 4 14 0 0 0 0 0 0 17 14 4 1 0 16 0 0 -0.524 0.338 0.965 -52.71 60.13 -213.92 199 0.1229 0.09574 
10459104 1 25 37 27 37 2 31 0 12 0 0 4 9 18 0 0 0 -0.166 0.145 0.973 9.17 -6.37 8.47 585 -0.20739 -0.16801 
10459114 1 26 37 27 37 2 32 0 12 0 0 4 10 18 0 0 0 -0.159 0.159 0.968 9.24 -7.0 8.19 594 -0.20602 -0.16784 
10468562 0 4 14 0 0 0 0 0 0 14 11 3 0 0 12 0 0 -0.521 0.469 1.096 -63.14 43.96 -223.23 164 0.08843 0.09165 
10468572 0 3 16 0 0 0 0 0 0 10 8 2 0 0 7 0 0 -0.511 0.368 1.236 -84.49 16.87 -230.86 129 0.01869 0.05969 
10459126 1 26 37 27 38 2 33 0 13 0 0 5 11 19 0 0 0 -0.154 0.153 0.965 7.98 -6.79 7.77 612 -0.19943 -0.17164 
10459134 1 26 39 27 38 2 37 0 14 0 0 5 11 21 0 0 0 -0.154 0.152 0.966 6.44 -7.0 7.0 638 -0.19632 -0.17706 
10459144 1 26 37 27 38 2 37 0 14 0 0 5 12 21 0 0 0 -0.152 0.162 0.963 4.2 -7.56 5.95 636 -0.19274 -0.17768 
10468582 0 3 17 0 0 0 0 0 0 6 6 2 0 0 4 0 0 -0.574 0.08 1.188 -130.41 -15.82 -241.85 105 -0.06242 0.01689 
10468594 0 2 17 0 0 0 0 0 0 4 5 1 0 0 0 0 0 -0.522 0.121 0.86 -196.49 -37.59 -255.85 80 -0.15525 -0.02505 
10468602 0 0 17 0 0 0 0 0 0 2 4 1 0 0 0 0 0 -0.594 1.43 0.741 -226.73 -39.27 -228.27 64 -0.19676 -0.07414 
10459154 1 26 46 27 39 3 38 0 16 0 0 5 12 23 0 0 0 -0.163 0.169 0.964 1.54 -7.07 5.18 680 -0.19543 -0.18146 
10459166 1 27 46 28 40 3 40 0 17 0 0 5 12 23 0 0 0 -0.167 0.159 0.974 -0.98 -6.16 4.62 699 -0.19551 -0.18132 
10459174 1 26 49 28 41 3 40 0 18 0 0 5 12 24 0 0 0 -0.161 0.158 0.979 -2.59 -5.67 4.06 714 -0.19514 -0.18464 
10468612 0 0 16 0 0 0 0 1 0 2 3 0 0 0 0 0 0 -0.642 1.657 1.207 -149.59 -51.73 -160.23 60 -0.20935 -0.05312 
10468622 0 0 16 0 0 0 0 1 0 2 4 0 0 0 0 0 0 -0.353 1.641 1.021 -39.27 -86.59 -90.58 63 -0.18904 -0.04783 
10459184 1 27 49 29 41 3 40 0 18 0 0 6 12 27 0 0 0 -0.172 0.138 1.167 -3.43 -6.02 4.41 729 -0.19107 -0.18477 
10459194 1 27 48 29 41 3 41 0 19 0 0 6 13 28 0 0 1 -0.166 0.153 0.978 -3.29 -4.69 3.92 741 -0.18533 -0.18792 
10459206 1 26 47 29 41 3 41 0 19 0 0 5 14 29 0 0 0 -0.175 0.158 0.986 -2.87 -3.78 3.43 736 -0.18372 -0.19046 
10468634 0 0 16 0 0 0 0 1 0 1 3 0 0 0 0 0 0 -0.341 1.397 0.891 53.06 -113.33 -24.57 57 -0.23881 -0.07383 
10468642 0 0 16 0 0 0 0 1 0 2 3 0 0 0 0 0 0 -0.34 1.131 0.686 105.98 -119.63 37.31 60 -0.20935 -0.05312 
10468652 0 0 16 0 0 0 0 0 0 2 3 0 0 0 0 0 0 -0.383 0.906 0.608 121.45 -104.65 95.41 56 -0.23065 -0.07487 
10459214 1 26 48 29 41 3 40 0 20 0 0 7 14 29 0 0 0 -0.169 0.148 0.988 -1.19 -3.5 3.64 746 -0.18054 -0.1906 
10468662 0 0 16 0 0 0 0 0 0 1 2 0 0 0 0 0 0 -0.386 0.713 0.703 111.16 -80.78 150.36 50 0.0 0.0 
10468674 0 0 16 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -0.32 0.576 0.857 87.64 -62.37 202.09 43 0.0 0.0 
10459224 1 26 48 28 41 3 41 0 20 0 0 6 14 29 0 0 0 -0.164 0.158 0.974 0.35 -3.36 3.99 743 -0.18164 -0.19237 
10459234 1 26 44 29 40 2 41 0 22 0 0 5 14 31 0 0 0 -0.167 0.164 0.97 1.47 -3.15 4.27 740 -0.17602 -0.19671 
10468682 0 0 17 0 0 0 0 0 0 1 1 0 0 0 0 0 0 -0.227 0.515 0.996 65.66 -55.86 248.85 49 0.0 0.0 
10468692 0 0 17 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -0.166 0.441 1.087 59.71 -59.15 289.59 46 0.0 0.0 
10459246 1 26 44 28 40 3 41 0 23 0 0 5 14 31 0 0 0 -0.164 0.162 0.975 1.82 -3.01 4.41 744 -0.17453 -0.19794 
10468702 0 0 16 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -0.143 0.327 1.1 70.0 -65.66 321.86 43 0.0 0.0 
10459254 1 26 40 28 39 2 44 0 22 0 0 5 14 31 0 0 1 -0.167 0.159 0.974 2.17 -3.08 4.34 734 -0.17052 -0.19936 
10459264 1 26 39 28 39 2 45 0 23 0 0 5 14 31 0 0 1 -0.157 0.167 0.97 2.38 -2.8 4.76 739 -0.16871 -0.20086 
10468714 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.149 0.184 1.084 85.89 -68.74 344.61 35 0.0 0.0 
10468722 0 0 15 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -0.155 0.042 1.073 97.3 -65.8 358.47 41 0.0 0.0 
10459274 1 26 39 27 39 3 44 0 23 0 0 5 14 32 0 0 1 -0.16 0.165 0.967 1.82 -2.03 4.9 738 -0.16712 -0.20153 
10468732 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.17 -0.093 1.066 101.43 -60.41 366.03 38 0.0 0.0 
10459286 1 25 37 27 38 3 44 0 24 0 0 5 15 33 0 0 1 -0.167 0.17 0.978 1.4 -1.54 5.04 737 -0.1606 -0.20514 
10459294 1 25 37 27 38 2 44 0 26 0 0 5 17 34 0 0 1 -0.165 0.17 0.971 3.99 -1.68 5.6 750 -0.15522 -0.20978 
10468742 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.189 -0.207 1.112 102.13 -56.21 368.27 38 0.0 0.0 
10459304 1 24 37 27 37 2 44 0 26 0 0 5 15 34 0 0 2 -0.165 0.17 0.971 3.99 -1.68 5.6 740 -0.15554 -0.21048 
10468754 0 0 14 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -0.192 -0.296 1.206 101.29 -54.46 365.33 38 0.0 0.0 
10468762 0 0 14 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -0.192 -0.325 1.202 93.52 -54.95 357.42 38 0.0 0.0 
10459314 1 24 36 27 37 2 44 0 27 0 0 5 17 36 0 0 2 -0.163 0.179 0.957 3.78 -1.33 5.95 752 -0.14905 -0.21385 
10459326 1 24 35 27 37 2 44 0 27 0 0 5 18 37 0 0 2 -0.161 0.166 0.974 2.52 -0.7 5.6 755 -0.1458 -0.21509 
10459334 1 24 34 27 37 2 44 0 28 0 0 5 19 40 0 0 1 -0.165 0.169 0.983 -0.28 -0.98 3.71 765 -0.14091 -0.2186 
10468772 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.14 -0.427 1.264 90.09 -60.2 346.22 35 0.0 0.0 
10468782 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.148 -0.481 1.265 85.96 -66.71 329.14 35 0.0 0.0 
10468794 0 1 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.123 -0.514 1.242 76.93 -71.61 306.6 38 0.0 0.0 
10459344 1 24 35 26 37 2 44 0 28 0 0 6 18 38 0 0 1 -0.165 0.169 0.983 -0.28 -0.98 3.71 760 -0.14319 -0.21748 
10459354 1 24 35 26 37 2 44 0 28 0 0 6 18 40 0 0 0 -0.159 0.169 0.973 -0.0 -2.59 2.24 763 -0.14224 -0.2188 
10468802 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.089 -0.503 1.249 65.31 -73.57 280.91 35 0.0 0.0 
10468812 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.044 -0.474 1.282 53.2 -74.06 253.89 33 0.0 0.0 
10468822 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.02 -0.434 1.33 40.88 -75.88 226.52 30 0.0 0.0 
10459366 1 23 34 26 37 2 44 0 28 0 0 6 19 40 0 0 2 -0.159 0.172 0.956 -1.33 -3.92 1.05 764 -0.1371 -0.22084 
10459374 1 23 34 27 36 1 45 0 28 0 0 6 19 43 0 0 2 -0.159 0.177 0.963 -7.0 -4.62 -0.91 771 -0.13431 -0.22311 
10459384 1 23 34 27 36 2 45 0 28 0 0 6 20 43 0 0 2 -0.164 0.176 0.972 -8.54 -4.9 -1.54 777 -0.13301 -0.22228 
10468834 0 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.036 -0.94 1.407 -18.06 -88.55 177.24 31 0.0 0.0 
10468842 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.174 -0.471 1.206 -47.74 -90.72 140.0 33 0.0 0.0 
10459394 1 23 34 26 37 2 45 0 29 0 0 7 20 43 0 0 1 -0.168 0.174 0.974 -9.38 -5.18 -1.96 782 -0.13206 -0.22384 
10468852 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.156 -0.253 1.316 -37.8 -87.08 107.17 33 0.0 0.0 
10468862 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.139 -0.154 1.182 -13.65 -80.85 79.1 30 0.0 0.0 
10459406 1 23 34 26 37 2 46 0 29 0 0 7 20 43 0 0 2 -0.165 0.142 0.982 -10.01 -5.39 -2.45 786 -0.13121 -0.2242 
10459414 1 23 33 26 37 2 46 0 29 0 0 7 21 43 0 0 3 -0.169 0.17 0.951 -9.1 -4.69 -2.17 788 -0.12813 -0.22481 
10459424 1 23 33 26 36 2 45 0 29 0 0 6 22 43 0 0 3 -0.147 0.179 0.949 -9.24 -3.57 -1.82 782 -0.12748 -0.22528 
10468874 0 0 11 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -0.125 -0.076 1.125 -4.9 -78.26 53.97 31 0.0 0.0 
10468882 0 0 13 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -0.476 0.106 1.1 -12.53 -76.93 31.57 36 0.0 0.0 
10468892 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.361 -0.222 1.017 -62.23 -49.63 5.39 35 0.0 0.0 
10468902 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.465 0.069 1.047 -89.6 -48.79 -15.68 33 0.0 0.0 
10459434 1 23 34 26 35 3 45 0 29 0 0 6 22 47 0 0 2 -0.163 0.172 0.96 -11.69 -2.45 -2.66 793 -0.12517 -0.22665 
10459446 1 22 34 26 35 3 45 0 29 0 0 7 23 48 0 0 2 -0.173 0.172 0.986 -15.47 -0.63 -3.64 798 -0.12085 -0.22839 
10459454 1 22 32 26 35 2 45 0 29 0 0 7 23 48 0 0 3 -0.166 0.171 0.971 -17.92 0.42 -4.69 792 -0.11805 -0.23004 
10468914 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.366 0.21 1.221 -79.94 -47.6 -30.17 35 0.0 0.0 
10468922 0 2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.303 0.321 1.194 -45.5 -47.25 -41.02 41 0.0 0.0 
10468932 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.269 0.272 1.274 -8.33 -51.87 -50.05 33 0.0 0.0 
10459464 1 21 31 26 34 3 45 0 29 0 0 8 24 49 0 0 4 -0.167 0.167 0.965 -18.55 -0.28 -5.74 796 -0.11132 -0.23103 
10468942 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.264 0.273 1.234 23.45 -58.45 -56.63 35 0.0 0.0 
10468954 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.28 0.249 1.242 47.74 -65.31 -60.06 33 0.0 0.0 
10468962 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.267 0.255 1.247 67.27 -71.05 -59.92 33 0.0 0.0 
10459474 1 22 31 26 34 3 44 0 29 0 0 11 24 49 0 0 4 -0.17 0.152 0.972 -18.34 -1.33 -6.02 804 -0.1086 -0.22845 
10459486 1 22 31 26 33 3 44 0 29 0 0 11 24 49 0 0 3 -0.173 0.149 0.98 -18.13 -1.82 -5.95 800 -0.1088 -0.22831 
10459494 1 21 30 26 34 3 44 0 28 0 0 10 25 50 0 0 3 -0.175 0.14 0.983 -16.8 -2.52 -5.67 796 -0.10719 -0.23017 
10459504 1 21 30 26 33 4 44 0 28 0 0 10 25 50 0 0 3 -0.184 0.136 0.981 -14.49 -2.38 -5.18 796 -0.10657 -0.22909 
10459514 1 21 30 26 33 4 43 0 28 0 0 11 25 50 0 0 3 -0.179 0.135 0.984 -11.83 -2.1 -4.55 796 -0.10521 -0.22852 
10459526 1 23 30 26 33 4 43 0 28 0 0 11 25 50 0 0 3 -0.171 0.141 0.979 -10.01 -2.03 -3.99 801 -0.10731 -0.22614 
10459534 1 23 30 26 33 4 43 0 27 0 0 10 25 50 0 0 4 -0.17 0.141 0.972 -9.38 -1.82 -3.64 796 -0.10814 -0.22583 
10459545 1 22 30 27 33 4 43 0 27 0 1 10 26 49 0 0 4 -0.169 0.141 0.971 -9.38 -1.61 -3.15 799 -0.10613 -0.22434 
10459554 1 24 29 27 33 4 41 0 27 0 1 10 26 51 0 0 3 -0.164 0.139 0.964 -9.24 -1.33 -3.01 800 -0.10615 -0.22304 
10459566 1 24 29 26 33 5 41 0 27 0 0 12 26 52 0 0 3 -0.17 0.142 0.97 -8.96 -1.12 -2.8 805 -0.10368 -0.22411 
10468972 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.294 0.223 1.218 82.11 -75.6 -56.7 35 0.0 0.0 
10468982 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.319 0.194 1.171 91.07 -78.26 -51.45 33 0.0 0.0 
10468994 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.335 0.165 1.128 93.66 -79.03 -44.66 33 0.0 0.0 
10459574 1 22 29 26 33 4 40 0 27 0 0 12 27 52 0 0 4 -0.171 0.138 0.974 -8.68 -0.77 -2.87 798 -0.0993 -0.22778 
10469002 0 0 14 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -0.365 0.125 1.107 83.37 -77.0 -28.84 39 0.0 0.0 
10469012 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.365 0.125 1.107 83.37 -77.0 -28.84 45 0.0 0.0 
10469022 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.374 0.119 1.103 74.62 -75.39 -20.93 45 0.0 0.0 
10469034 0 0 18 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -0.387 0.113 1.07 66.15 -74.69 -13.51 49 0.0 0.0 
10459585 1 22 28 26 33 5 40 0 27 0 0 13 27 53 0 0 3 -0.176 0.133 0.976 -8.4 -0.42 -2.87 802 -0.0973 -0.22703 
10459594 1 21 27 26 33 5 40 0 27 0 1 14 27 54 0 0 3 -0.176 0.139 0.975 -7.84 -0.21 -2.94 805 -0.0921 -0.22766 
10459606 1 20 28 26 32 5 40 0 27 0 1 14 27 54 0 0 4 -0.18 0.129 0.974 -7.42 -0.14 -2.73 803 -0.09046 -0.22882 
10469042 0 0 18 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -0.402 0.138 1.017 61.18 -77.91 0.84 49 0.0 0.0 
10469052 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.402 0.138 1.017 61.18 -77.91 0.84 48 0.0 0.0 
10469062 0 0 18 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -0.409 0.126 0.976 67.55 -81.27 7.84 48 0.0 0.0 
10469074 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.415 0.082 0.93 76.51 -84.49 14.42 45 0.0 0.0 
10469082 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.424 -0.029 0.862 86.24 -84.84 26.18 48 0.0 0.0 
10459617 1 20 28 26 31 5 39 0 27 0 1 14 28 54 0 0 4 -0.177 0.131 0.979 -6.79 -0.07 -2.73 800 -0.08841 -0.22891 
10459624 1 20 27 25 31 5 38 0 27 0 1 14 28 54 0 0 4 -0.179 0.127 0.974 -6.16 0.0 -2.17 791 -0.08644 -0.23017 
10459634 1 20 26 25 30 7 37 0 27 0 1 15 30 56 0 0 4 -0.172 0.133 0.975 -5.46 0.07 -1.47 802 -0.07996 -0.22947 
10469092 0 0 19 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -0.424 -0.029 0.862 86.24 -84.84 26.18 52 -0.37734 -0.1338 
10469102 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.437 -0.067 0.826 81.48 -80.85 29.61 45 0.0 0.0 
10459647 1 20 27 25 30 7 37 0 27 0 2 15 30 57 0 0 4 -0.171 0.128 0.969 -4.62 -0.07 -1.05 810 -0.07916 -0.22892 
10459654 1 19 27 25 29 6 35 0 27 0 2 15 31 57 0 0 7 -0.171 0.128 0.971 -3.99 -0.35 -0.7 802 -0.07306 -0.23159 
10459664 1 19 26 25 28 7 33 0 27 0 2 17 32 58 0 0 8 -0.181 0.127 0.962 -3.36 -0.42 -0.84 806 -0.06617 -0.23065 
10469114 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.455 -0.079 0.787 71.82 -74.48 31.57 48 0.0 0.0 
10469122 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.5 -0.146 0.762 49.91 -54.95 31.36 48 0.0 0.0 
10459674 1 18 25 24 28 7 33 0 27 0 2 17 34 60 0 0 7 -0.18 0.134 0.964 -3.78 0.28 -0.91 807 -0.06058 -0.23491 
10459686 1 18 25 23 28 6 32 0 27 0 2 18 35 60 0 0 7 -0.181 0.127 0.97 -4.48 0.91 -1.33 804 -0.05724 -0.2369 
