time side P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
10469132 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.5 -0.146 0.762 49.91 -54.95 31.36 48 0.0 0.0 
10469142 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.533 -0.174 0.771 37.45 -46.76 27.72 48 0.0 0.0 
10469154 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.563 -0.161 0.795 26.81 -42.28 21.14 45 0.0 0.0 
10459694 1 18 24 22 27 6 31 0 27 0 3 19 35 61 0 0 8 -0.182 0.134 0.965 -5.18 1.47 -1.96 802 -0.0506 -0.23758 
10459705 1 16 23 22 25 6 29 0 27 0 4 22 36 62 0 0 8 -0.199 0.129 0.968 -5.46 1.89 -2.45 798 -0.03881 -0.23858 
10459714 1 15 22 21 24 6 29 0 27 0 4 23 37 63 0 0 10 -0.185 0.127 0.962 -5.25 2.03 -2.66 798 -0.03059 -0.24204 
10469162 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.635 -0.113 0.797 26.53 -42.42 2.24 45 0.0 0.0 
10459726 1 15 21 20 22 6 28 0 26 0 5 24 38 63 0 1 11 -0.186 0.122 0.968 -4.48 2.31 -2.59 792 -0.02107 -0.24098 
10469172 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.681 -0.101 0.774 36.19 -44.94 -9.73 45 0.0 0.0 
10469182 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.734 -0.117 0.734 47.88 -47.6 -23.03 45 0.0 0.0 
10459735 1 13 21 19 22 5 27 0 26 0 5 25 38 64 0 1 10 -0.185 0.128 0.977 -3.36 4.34 -2.87 781 -0.01569 -0.24591 
10459744 1 14 20 18 20 5 26 0 26 1 7 26 39 65 0 0 12 -0.185 0.128 0.977 -3.36 4.34 -2.87 787 -0.00703 -0.24285 
10469194 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.804 -0.186 0.693 57.68 -48.02 -36.82 45 0.0 0.0 
10469202 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.883 -0.309 0.626 58.59 -44.45 -51.31 45 0.0 0.0 
10459754 1 13 18 17 19 5 26 0 26 1 9 28 41 65 0 1 12 -0.189 0.131 0.969 -3.15 6.23 -3.36 793 0.00556 -0.24262 
10469212 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.945 -0.394 0.548 47.11 -35.7 -66.64 53 -0.41671 -0.16617 
10459767 1 9 18 16 18 4 24 0 24 2 10 30 42 67 0 1 12 -0.197 0.13 0.969 -2.8 8.05 -4.13 778 0.02097 -0.24553 
10459774 1 9 15 14 16 4 24 0 24 3 11 30 42 67 1 1 12 -0.205 0.132 0.976 -3.78 13.86 -4.2 767 0.03307 -0.24429 
10459784 1 9 15 13 13 3 23 0 24 4 14 31 42 68 2 2 12 -0.205 0.132 0.976 -3.78 13.86 -4.2 772 0.04631 -0.23942 
10469222 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.022 -0.435 0.555 27.23 -22.82 -81.13 53 -0.41671 -0.16617 
10469234 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.084 -0.423 0.594 6.3 -9.73 -92.33 48 0.0 0.0 
10469242 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.779 -1.273 4.214 -92.4 78.96 -105.91 53 -0.41671 -0.16617 
10459795 1 6 13 11 12 2 22 0 23 5 18 34 42 68 3 2 12 -0.204 0.139 0.989 -4.62 18.2 -5.53 765 0.06691 -0.2371 
10459806 1 5 12 10 9 1 20 0 22 8 19 35 43 67 4 3 13 -0.224 0.237 0.979 -3.99 22.68 -8.75 758 0.0858 -0.22913 
10469252 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.257 0.614 -0.099 -127.26 70.21 -116.83 55 -0.41671 -0.16617 
10469262 0 0 30 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0.505 0.438 0.996 -141.4 51.38 -137.41 95 -0.37237 -0.1275 
10469274 0 0 54 4 5 0 0 1 0 0 0 0 0 0 0 0 0 0.086 0.171 0.818 -164.15 54.67 -142.66 167 -0.38189 -0.14275 
10469282 0 0 73 5 7 0 0 0 0 0 0 0 0 0 0 0 0 -0.492 0.305 0.86 -182.63 70.0 -142.87 220 -0.39392 -0.15408 
10469292 0 0 79 6 11 0 0 0 0 0 0 0 0 0 0 0 0 -0.361 0.3 1.046 -162.61 82.53 -129.15 250 -0.38864 -0.15523 
10459814 1 5 9 8 7 1 16 0 20 12 20 37 45 69 4 2 12 -0.202 0.183 0.99 5.25 38.01 -27.16 747 0.10625 -0.22063 
10459825 1 6 6 6 5 0 14 0 19 16 22 39 44 68 6 2 12 -0.252 0.042 1.028 10.5 55.72 -28.56 742 0.12572 -0.20614 
10469302 0 4 75 9 19 0 0 0 0 0 0 0 0 0 0 0 0 -0.104 0.439 1.062 -142.17 85.61 -110.11 285 -0.37576 -0.14236 
10469314 0 6 76 12 25 0 1 0 0 0 0 0 0 0 0 0 0 -0.007 0.485 1.101 -140.21 89.11 -97.23 323 -0.36647 -0.13738 
10469322 0 9 79 16 32 0 1 0 0 0 0 0 0 0 0 0 0 -0.321 0.697 1.136 -138.32 102.2 -76.86 372 -0.36057 -0.12986 
10459834 1 5 4 5 5 0 11 0 18 19 25 40 44 67 6 3 12 -0.242 0.01 1.047 3.64 74.62 -21.56 741 0.14171 -0.19527 
10459846 1 5 5 5 5 0 10 0 16 20 27 40 44 67 10 3 12 -0.247 0.149 1.042 1.75 95.2 -16.24 751 0.14736 -0.18387 
10459855 1 4 2 3 4 0 9 0 14 21 29 40 44 65 11 3 12 -0.307 0.118 1.044 6.51 116.34 -18.13 727 0.16566 -0.17742 
10459864 1 3 0 2 3 0 6 0 12 22 29 40 43 63 12 3 12 -0.329 0.063 1.063 3.08 137.97 -15.26 694 0.18338 -0.1699 
10459875 1 4 0 1 3 0 5 0 10 22 30 40 43 60 12 3 12 -0.353 0.092 1.041 -4.34 160.16 -10.29 678 0.18721 -0.16271 
10459888 1 4 0 1 2 0 4 0 8 24 30 40 42 58 12 3 11 -0.352 0.152 1.024 -9.24 182.77 -9.31 662 0.19379 -0.15128 
10459894 1 4 0 1 2 0 3 0 7 24 30 39 42 57 12 4 11 -0.378 0.159 1.101 -11.2 206.43 -12.32 652 0.19757 -0.14792 
10469332 0 18 83 20 38 0 3 0 0 0 0 0 1 0 0 0 0 -0.364 0.695 1.233 -120.12 126.21 -43.4 447 -0.35229 -0.11789 
10469342 0 24 85 27 41 0 6 0 0 0 0 0 1 0 0 0 0 -0.281 0.424 1.482 -84.49 151.13 -3.5 508 -0.34633 -0.10671 
10459905 1 4 0 1 0 0 2 0 6 22 29 39 42 53 11 3 11 -0.406 0.128 1.14 -11.97 229.6 -15.54 615 0.20317 -0.14754 
10469355 0 26 84 32 44 0 9 0 0 0 0 0 1 1 0 0 0 -0.347 0.07 1.545 -57.75 148.82 23.1 547 -0.33798 -0.10492 
10459915 1 3 0 0 0 0 0 0 5 22 29 39 41 50 11 3 11 -0.429 0.151 1.207 -14.35 252.77 -17.99 589 0.214 -0.14251 
10459927 1 3 0 0 0 0 0 0 5 20 28 38 39 45 12 2 11 -0.575 0.272 1.248 -14.35 275.87 -22.12 558 0.2141 -0.1397 
10459935 1 2 0 0 0 0 0 0 4 19 26 36 37 43 11 3 10 -0.581 0.212 1.318 -9.17 303.03 -31.08 524 0.21877 -0.14033 
10459945 1 0 0 0 0 0 0 0 3 18 25 35 36 37 11 2 10 -0.59 0.253 1.573 -11.97 324.38 -39.97 485 0.22793 -0.13554 
10459955 1 1 0 0 0 0 0 0 4 17 23 31 33 33 12 2 9 -0.821 0.296 1.623 -6.09 339.85 -48.3 454 0.22359 -0.1306 
10469362 0 30 84 37 45 1 11 0 0 0 0 0 1 0 0 0 0 -0.283 -0.32 1.296 -31.29 140.14 29.4 583 -0.33615 -0.09572 
10469372 0 36 84 39 47 2 17 0 0 0 0 0 2 0 0 0 0 -0.234 -0.447 1.122 -11.48 136.08 13.86 636 -0.32818 -0.09484 
10469382 0 35 82 39 47 2 20 0 1 0 0 0 2 0 0 0 0 -0.227 0.591 1.23 -58.38 84.14 -11.06 641 -0.32265 -0.09959 
10469394 0 36 80 41 47 2 21 0 1 0 0 0 3 0 0 0 0 -0.5 0.294 1.164 -53.76 40.81 -2.1 651 -0.3186 -0.09806 
10459967 1 1 0 0 0 0 0 0 3 15 21 30 30 31 12 1 7 -0.963 0.484 1.959 -1.4 350.77 -59.43 415 0.22385 -0.12957 
10459975 1 2 0 0 0 0 0 0 2 12 19 28 27 29 12 1 6 -1.007 0.227 2.144 4.48 354.69 -61.25 377 0.22108 -0.13083 
10459985 1 3 0 0 0 0 0 0 2 11 18 24 26 24 12 1 5 -1.266 0.368 1.623 8.33 364.63 -58.03 346 0.21655 -0.12174 
10459995 1 2 0 0 0 0 0 0 1 10 15 22 25 22 11 1 4 -1.244 0.316 1.943 13.93 364.7 -60.76 310 0.22264 -0.12455 
10469402 0 36 79 41 46 3 21 0 2 0 0 0 3 0 0 0 0 -0.195 0.059 1.087 -43.4 35.14 6.79 652 -0.31552 -0.09835 
10469412 0 32 79 41 45 5 22 0 2 0 0 0 4 2 0 0 0 -0.155 0.047 1.109 -39.62 29.12 4.55 655 -0.30584 -0.10416 
10469422 0 31 77 40 45 5 23 0 2 0 0 1 4 4 0 0 0 -0.234 0.134 1.106 -31.22 18.62 1.33 654 -0.29831 -0.1089 
10460007 1 2 0 0 0 0 0 0 1 7 13 19 22 20 10 1 3 -1.279 0.269 1.471 23.73 357.07 -56.56 267 0.21983 -0.13496 
10469435 0 35 75 41 44 6 23 0 2 0 0 2 5 3 0 0 0 -0.192 0.131 1.041 -17.57 9.73 3.01 667 -0.29553 -0.10217 
10469442 0 35 74 41 45 6 24 0 2 0 0 3 6 3 0 0 0 -0.207 0.092 1.039 -8.75 5.04 1.89 676 -0.29005 -0.10411 
10469452 0 35 74 40 45 8 24 0 2 0 0 3 6 5 0 0 0 -0.19 0.121 1.007 -5.95 4.41 0.35 684 -0.28555 -0.10598 
10460015 1 3 0 0 0 0 0 0 0 7 11 17 20 18 8 1 3 -0.804 0.274 1.858 44.03 345.24 -50.68 239 0.21341 -0.12856 
10469463 0 33 73 41 45 10 24 0 2 0 1 4 6 8 0 0 0 -0.183 0.125 1.003 -6.23 5.95 0.14 697 -0.27381 -0.10817 
10469475 0 35 73 41 44 11 23 0 2 0 1 4 10 9 0 0 0 -0.187 0.112 1.001 -6.09 6.93 -0.07 714 -0.2654 -0.10875 
10469482 0 35 72 42 43 12 23 0 2 0 2 6 10 7 0 0 0 -0.182 0.111 0.997 -4.2 7.42 -0.07 718 -0.26113 -0.10357 
10460025 1 3 0 0 0 0 0 0 0 6 10 16 18 16 6 0 2 -0.75 0.239 1.783 63.7 322.56 -48.16 211 0.20523 -0.13224 
10460035 1 3 0 0 0 0 0 0 0 4 9 14 15 14 6 0 2 -0.424 0.161 1.478 78.47 303.66 -51.24 182 0.20284 -0.13553 
10460047 1 3 0 0 0 0 0 0 0 3 8 12 13 10 3 0 1 -0.114 0.062 1.291 84.35 284.48 -58.59 146 0.19023 -0.13601 
10469493 0 32 72 41 43 14 24 0 2 0 3 7 10 7 0 0 0 -0.174 0.12 1.003 -3.08 7.63 0.0 722 -0.25395 -0.1056 
10469502 0 31 72 41 43 14 24 0 2 0 4 7 11 6 0 0 1 -0.18 0.119 1.004 -2.66 7.84 0.07 724 -0.2497 -0.1058 
10469514 0 32 71 40 43 14 24 0 3 0 4 8 11 7 0 0 1 -0.18 0.114 0.996 -2.03 8.12 0.49 730 -0.24509 -0.10839 
10469522 0 32 72 40 44 16 24 0 3 0 4 9 13 9 0 0 0 -0.181 0.118 0.995 -1.33 8.19 0.7 754 -0.23821 -0.11096 
10469533 0 31 72 39 44 16 24 0 2 0 4 9 14 10 1 0 1 -0.178 0.129 0.992 -1.05 8.4 0.63 753 -0.23256 -0.11235 
10460055 1 4 0 0 0 0 0 0 0 1 6 8 10 7 1 0 0 0.188 -0.018 1.185 81.13 259.56 -67.27 103 0.14993 -0.14697 
10460065 1 4 2 0 0 0 0 0 0 0 4 6 7 5 2 0 0 0.245 -0.094 0.889 67.06 232.61 -71.68 82 0.09885 -0.14038 
10460075 1 3 4 0 0 0 0 0 0 0 3 5 5 3 1 0 0 0.746 0.067 0.237 40.67 214.83 -69.86 65 0.04314 -0.13758 
10460087 1 4 5 0 0 0 0 0 0 0 2 5 4 2 0 0 0 0.332 0.434 1.474 -4.83 151.62 -59.85 60 -0.03352 -0.12863 
10460095 1 3 5 0 0 0 0 0 0 0 3 4 4 2 0 0 0 0.945 0.319 1.703 -43.33 32.55 -32.06 57 -0.01464 -0.13144 
10460105 1 3 5 0 0 0 0 0 0 0 2 4 3 2 0 0 0 0.768 0.312 1.384 -67.83 -83.09 2.24 52 -0.04113 -0.13305 
10469542 0 31 72 39 43 16 23 0 2 1 4 9 13 9 2 0 0 -0.17 0.125 0.992 -0.91 8.89 0.42 746 -0.23246 -0.10629 
10469555 0 30 72 39 42 16 23 0 2 0 5 10 14 8 2 0 0 -0.171 0.131 0.984 -1.33 8.82 0.42 743 -0.22993 -0.10746 
10469563 0 30 69 39 41 16 23 0 2 1 5 11 15 9 3 0 2 -0.166 0.131 0.974 -1.75 8.47 0.28 749 -0.21648 -0.10637 
10460115 1 2 4 0 0 0 0 0 0 0 2 4 2 2 0 0 0 0.553 0.363 1.215 -89.81 -166.81 29.26 43 0.0 0.0 
10460127 1 0 4 0 0 0 0 0 0 0 2 4 2 2 0 0 0 0.46 0.369 0.977 -101.57 -218.19 47.81 38 0.0 0.0 
10469573 0 30 68 39 41 16 22 0 2 2 7 10 14 11 3 0 1 -0.164 0.128 0.982 -1.96 8.61 0.21 750 -0.21238 -0.10347 
10469583 0 30 67 39 40 16 21 0 3 2 7 10 16 13 2 0 2 -0.165 0.128 0.983 -2.31 8.82 -0.21 756 -0.20574 -0.10867 
10469595 0 27 67 39 38 15 21 0 4 3 7 12 17 14 3 0 2 -0.177 0.125 0.979 -2.73 8.54 -0.56 759 -0.19208 -0.11159 
10469603 0 26 67 38 38 16 21 0 3 5 7 14 16 13 5 0 3 -0.184 0.119 0.973 -2.87 7.98 -1.19 766 -0.1823 -0.1043 
10460135 1 0 5 0 0 0 0 0 0 0 2 3 2 0 0 0 0 0.377 0.375 0.806 -103.25 -248.43 59.22 33 0.0 0.0 
10460145 1 2 6 0 0 0 0 0 0 0 2 3 2 1 0 0 0 0.291 0.365 0.708 -99.12 -264.11 64.82 43 0.0 0.0 
10460155 1 2 5 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0.214 0.353 0.612 -94.29 -271.39 65.66 40 0.0 0.0 
10460167 1 1 5 0 0 0 0 0 0 0 2 2 1 1 0 0 0 0.122 0.365 0.623 -90.65 -273.49 62.93 32 0.0 0.0 
10460175 1 1 6 0 0 0 0 0 0 0 2 2 1 1 0 0 0 -0.005 0.471 0.629 -86.8 -272.37 59.08 35 0.0 0.0 
10469613 0 25 65 37 38 16 21 0 2 5 9 14 19 13 5 1 4 -0.189 0.124 0.978 -2.31 7.21 -1.61 769 -0.16979 -0.10511 
10469623 0 24 63 37 38 16 20 0 2 6 9 14 19 16 6 0 5 -0.185 0.127 0.978 -1.75 6.86 -2.03 770 -0.16167 -0.10599 
10469635 0 23 63 35 37 15 20 0 2 6 11 15 19 17 7 0 4 -0.187 0.127 0.984 -1.26 6.16 -2.31 767 -0.15343 -0.10714 
10460185 1 2 5 0 0 0 0 0 0 0 1 2 1 1 0 0 0 -0.005 0.471 0.629 -82.46 -270.2 56.91 32 0.0 0.0 
10460195 1 1 5 0 0 0 0 0 0 0 0 2 1 1 0 0 0 -0.032 0.508 0.652 -78.05 -268.8 57.54 26 0.0 0.0 
10460207 1 2 5 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -0.069 0.599 0.699 -75.32 -267.96 60.97 24 0.0 0.0 
10469643 0 22 63 33 36 16 19 0 3 7 11 15 19 17 7 0 4 -0.186 0.12 0.97 -0.56 5.39 -2.31 763 -0.14828 -0.1075 
10469653 0 22 62 33 35 16 19 0 4 8 11 16 19 18 9 1 4 -0.18 0.124 0.968 0.49 4.69 -1.96 778 -0.13655 -0.10594 
10469663 0 22 61 32 34 16 21 0 4 12 14 18 22 19 9 2 4 -0.187 0.126 0.97 1.47 3.85 -1.89 818 -0.11499 -0.10185 
10460215 1 1 5 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -0.156 0.738 0.868 -75.74 -265.51 76.3 21 0.0 0.0 
10460225 1 0 5 0 0 0 0 0 0 0 0 0 1 1 0 0 0 -0.156 0.738 0.868 -75.74 -265.51 76.3 18 0.0 0.0 
10469675 0 22 60 32 34 16 21 0 4 13 14 19 23 20 10 2 6 -0.181 0.118 0.972 2.31 2.94 -1.68 832 -0.10621 -0.10175 
10469683 0 20 59 31 33 16 20 0 5 14 16 20 24 21 13 2 6 -0.193 0.118 0.979 3.01 2.59 -1.54 843 -0.09032 -0.10074 
10460235 1 0 5 0 0 0 0 0 0 0 1 0 0 1 0 0 0 -0.222 0.87 1.007 -76.86 -264.46 87.78 18 0.0 0.0 
10460247 1 1 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.294 0.991 1.147 -77.42 -265.3 102.27 18 0.0 0.0 
10460255 1 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.47 1.198 1.393 -77.14 -274.68 136.43 18 0.0 0.0 
10460265 1 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.596 2.171 3.493 -86.03 -309.61 129.22 18 0.0 0.0 
10469693 0 20 59 31 31 16 20 0 4 16 16 23 26 22 14 0 6 -0.188 0.126 0.975 3.57 2.45 -1.4 854 -0.08247 -0.09714 
10469703 0 20 59 30 31 16 20 0 5 16 17 25 30 23 14 1 6 -0.19 0.132 0.978 3.57 2.03 -1.33 880 -0.07238 -0.10231 
10469715 0 19 58 30 32 16 20 0 5 16 18 26 30 23 16 1 6 -0.19 0.128 0.97 3.78 1.68 -1.47 888 -0.06658 -0.10126 
10460275 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.182 0.833 1.161 -81.41 -317.24 133.35 13 0.0 0.0 
10460287 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.94 1.129 0.975 -71.96 -313.53 138.88 13 0.0 0.0 
10460295 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.067 1.277 1.44 -64.4 -300.72 139.3 15 0.0 0.0 
10469723 0 20 58 30 32 15 20 0 4 16 19 27 30 25 16 1 6 -0.19 0.121 0.98 4.41 1.75 -1.47 894 -0.06454 -0.10121 
10460305 1 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.948 1.35 1.279 -58.03 -278.46 139.37 15 0.0 0.0 
10460315 1 2 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.897 1.359 1.278 -47.95 -257.81 139.16 21 0.0 0.0 
10469733 0 20 58 30 31 15 22 0 8 16 19 29 32 26 16 1 8 -0.196 0.144 0.983 4.97 2.03 -1.4 931 -0.05803 -0.10999 
10469743 0 19 58 30 30 14 22 0 9 16 19 29 32 28 16 2 8 -0.181 0.131 0.981 5.6 2.38 -1.54 934 -0.05325 -0.11378 
10469755 0 20 57 29 30 16 21 0 8 17 21 29 33 28 16 2 8 -0.183 0.136 0.976 5.74 2.87 -1.54 942 -0.04922 -0.10879 
10460327 1 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.946 1.314 1.41 -38.22 -240.87 135.59 21 0.0 0.0 
10460335 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.942 1.166 1.441 -35.56 -226.94 124.88 15 0.0 0.0 
10460345 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.951 1.075 1.462 -35.63 -215.39 109.34 13 0.0 0.0 
10460355 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.967 1.011 1.488 -35.49 -204.96 91.49 13 0.0 0.0 
10460367 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.978 0.943 1.472 -31.92 -193.13 72.59 10 0.0 0.0 
10460375 1 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.461 -0.08 3.417 -34.72 -84.42 62.72 15 0.0 0.0 
10460385 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.52 0.413 0.124 -13.72 -102.69 52.99 15 0.0 0.0 
10469763 0 20 57 28 29 16 20 0 7 17 21 31 35 29 17 2 8 -0.191 0.129 0.98 5.95 3.85 -1.68 945 -0.04269 -0.10865 
10469773 0 19 57 27 27 14 21 0 8 17 22 31 35 30 17 2 9 -0.185 0.134 0.983 6.3 4.55 -1.47 941 -0.03699 -0.11275 
10469783 0 17 56 27 27 14 20 0 8 16 22 31 35 32 16 2 9 -0.187 0.135 0.978 6.72 5.32 -1.33 928 -0.03456 -0.11743 
10469795 0 16 55 27 27 13 20 0 7 16 23 31 36 32 17 2 10 -0.189 0.144 0.976 6.93 6.16 -1.47 925 -0.02885 -0.1169 
10460395 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.218 0.676 1.278 9.17 -82.46 54.81 15 0.0 0.0 
10460407 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.75 0.478 0.938 17.99 -62.65 50.26 13 0.0 0.0 
10460415 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.993 0.593 1.504 41.58 -63.49 41.86 10 0.0 0.0 
10460425 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.885 0.621 1.601 87.92 -77.49 34.44 8 0.0 0.0 
10460435 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.948 0.561 1.699 143.92 -91.42 28.21 8 0.0 0.0 
10460447 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.762 0.438 1.431 189.35 -111.86 19.67 10 0.0 0.0 
10469803 0 16 55 27 26 13 20 0 8 16 23 31 37 34 16 2 10 -0.19 0.145 0.981 6.72 6.65 -1.54 932 -0.0273 -0.12081 
10460455 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.72 0.345 1.294 218.89 -138.6 13.58 13 0.0 0.0 
10460465 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.791 0.193 1.251 235.69 -163.24 11.13 10 0.0 0.0 
10460475 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.874 0.062 1.172 237.51 -177.87 9.38 10 0.0 0.0 
10469813 0 16 56 26 26 12 20 0 10 15 23 32 38 34 16 2 10 -0.199 0.144 0.973 6.51 7.21 -1.61 939 -0.02672 -0.12663 
10469823 0 16 54 25 25 11 21 0 13 16 22 33 38 36 16 2 10 -0.189 0.149 0.978 6.3 7.35 -1.89 949 -0.02094 -0.13204 
10460487 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.928 -0.05 1.032 225.26 -182.14 7.28 13 0.0 0.0 
10460495 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.939 -0.174 0.85 204.19 -178.36 5.25 15 0.0 0.0 
10469835 0 15 54 23 24 11 20 0 12 15 23 32 38 36 15 2 10 -0.192 0.151 0.974 6.3 7.63 -2.1 924 -0.01903 -0.13411 
10469843 0 13 54 23 23 10 19 0 11 14 23 33 41 37 15 3 10 -0.19 0.152 0.974 5.88 8.05 -2.24 918 -0.01139 -0.13806 
10469853 0 13 54 22 22 9 19 0 11 14 22 34 42 37 16 3 14 -0.193 0.158 0.968 5.81 8.12 -2.38 920 -0.00517 -0.14056 
10460505 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.916 -0.242 0.695 178.08 -168.07 3.92 15 0.0 0.0 
10460515 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.917 -0.293 0.566 146.93 -151.06 2.73 15 0.0 0.0 
10460527 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.938 -0.314 0.515 113.89 -128.87 1.89 10 0.0 0.0 
10460535 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.962 -0.289 0.475 79.31 -104.09 -0.07 13 0.0 0.0 
10469863 0 12 53 21 20 8 19 0 11 13 22 35 42 40 16 2 14 -0.194 0.142 0.977 5.74 7.63 -2.73 906 0.00011 -0.1464 
10460546 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.962 -0.207 0.441 45.57 -79.17 -3.78 15 0.0 0.0 
10460555 1 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.958 -0.104 0.438 20.02 -56.63 -7.63 15 0.0 0.0 
10469875 0 11 54 21 20 7 19 0 11 12 22 34 42 43 14 2 13 -0.199 0.147 0.964 5.74 6.93 -2.59 897 -0.0025 -0.15361 
10469883 0 9 54 19 19 7 18 0 12 12 22 34 48 44 13 2 13 -0.2 0.148 0.967 5.95 6.3 -2.45 901 0.00661 -0.16175 
10460567 1 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.97 0.004 0.482 7.77 -36.82 -10.43 18 0.0 0.0 
10460575 1 2 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.98 0.089 0.555 9.24 -19.39 -11.41 18 0.0 0.0 
10460585 1 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -0.977 0.146 0.589 20.86 -4.41 -10.78 12 0.0 0.0 
10460595 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.964 0.155 0.587 34.93 8.68 -8.82 15 0.0 0.0 
10460607 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.968 0.138 0.604 47.11 20.72 -4.27 15 0.0 0.0 
10460617 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.979 0.083 0.643 53.27 44.38 13.44 13 0.0 0.0 
10460625 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.634 -2.229 2.633 -31.99 76.79 32.9 10 0.0 0.0 
10469893 0 6 53 18 19 7 18 0 12 11 22 35 49 45 14 3 13 -0.197 0.15 0.965 6.16 5.46 -2.52 897 0.01571 -0.16683 
10469903 0 8 53 18 18 7 17 0 12 10 23 35 49 49 15 3 13 -0.203 0.152 0.962 6.37 4.76 -2.52 908 0.01702 -0.16776 
10469915 0 8 53 16 18 6 17 0 12 11 24 37 51 50 13 2 14 -0.202 0.155 0.968 7.0 3.99 -2.45 913 0.02124 -0.17128 
10469923 0 5 52 16 17 6 17 0 12 10 24 38 51 53 12 3 14 -0.188 0.156 0.971 7.49 3.71 -2.38 906 0.02855 -0.17821 
10469933 0 4 52 14 17 6 17 0 13 11 24 38 53 56 13 3 14 -0.188 0.16 0.971 7.77 3.57 -2.52 920 0.03571 -0.18208 
10460636 1 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.634 -2.229 2.633 -31.99 76.79 32.9 16 0.0 0.0 
10469943 0 3 51 12 16 5 17 0 15 10 24 40 53 57 14 4 17 -0.194 0.16 0.967 7.84 3.99 -2.73 925 0.04573 -0.18883 
10469955 0 5 51 12 14 6 17 0 16 8 23 40 54 60 14 4 17 -0.202 0.164 0.97 7.98 4.69 -2.94 931 0.04357 -0.19362 
